"id","Completo","1","2","3","4","5","6","7","7 [Outro]","8 [Ensino fundamental] [Completo]","8 [Ensino fundamental] [Cursando]","8 [Ensino médio] [Completo]","8 [Ensino médio] [Cursando]","8 [Ensino técnico] [Completo]","8 [Ensino técnico] [Cursando]","8 [Ensino superior] [Completo]","8 [Ensino superior] [Cursando]","1","1 [Outro]","2 [Em casa]","2 [Na escola]","2 [Na lan-house]","2 [Em espaços públicos]","2 [Outros]","3","4 [Computador]","4 [Notebook / Laptop]","4 [Celular / Smartphone / Palmtop]","4 [Video-game]","4 [Outros]","5","6 [E-mail]","6 [Jogos]","6 [Blogs]","6 [Fóruns]","6 [Portais/Notícias]","6 [M.I.]","6 [Sites de relacionamento]","6 [Bate-papo]","6 [Vídeos]","6 [Outros]","7","8 [Orkut]","8 [MySpace]","8 [Facebook]","8 [Twitter]","8 [Não uso sites de relacionamento]","8 [Outro]","1 [Acho importante poder manter contato com os outros participantes da feira após o fim da Febrace]","1 [É possível que um grupo trabalhe num mesmo projeto sem estar na mesma cidade, pela Internet]","1 [A idéia de uma feira de ciências virtual na internet é interessante]","2","3","4","5","6"
"428","Y","Feminino","14","Jaraguá do Sul","Santa Catarina","Luiz Gonzaga Ayroso","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","11","","","","1 a 3 vezes por semana","","","1 a 3 vezes por semana","","","","","","1 a 3 vezes por semana","","","","","","1 a 3 vezes por semana","","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo totalmente","Não","","Não","",""
"429","Y","Feminino","14","Jaraguá do Sul","Santa Catarina","Luiz Gonzaga Ayroso","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","10","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Concordo","Sim","muito bom, apresenta todas informações de como acontecerá a feira, etc.","Não","",""
"430","Y","Feminino","16","Jaraguá do Sul","Santa Catarina","Luiz Gonzaga Ayroso","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","15","","De vez em quando","","","","","De vez em quando","","","","","","De vez em quando","Nunca","Nunca","Nunca","De vez em quando","","Nunca","Nunca","Nunca","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Concordo","Não","","Não","",""
"431","Y","Masculino","42","Jaraguá do Sul","Santa Catarina","Luiz Gonzaga Ayroso","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","18","Todos os dias","1 a 3 vezes por semana","Nunca","De vez em quando","","","Todos os dias","Todos os dias","Nunca","Nunca","","","Todos os dias","De vez em quando","De vez em quando","1 a 3 vezes por semana","Todos os dias","1 a 3 vezes por semana","Nunca","De vez em quando","De vez em quando","","","Não","Não","Não","Não","Sim","","Concordo totalmente","Concordo","Concordo","Sim","muito bom","Sim","bom",""
"432","Y","Feminino","17","Manaus","Amazonas","Fundação Nokia de Ensino","Fundação","Finalista","","0","0","0","0","0","0","0","1","Outro","11","Todos os dias","De vez em quando","Nunca","De vez em quando","","","Todos os dias","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","Todos os dias","Nunca","Todos os dias","","","Sim","Sim","Não","Não","Não","imeen","Concordo","Discordo","Neutro","Sim","de fácil acesso, com todas as informações que precisamos. muito bom.","Sim","só não gostei do fato de dois integrantes poderem logar ao mesmo tempo e enviar as informações, tivemos alguns conflitos quanto a isso.",""
"433","Y","Feminino","17","Macaé","Rio de Janeiro","Luiz Reid","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","14","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","","1 a 3 vezes por semana","","","","","De vez em quando","De vez em quando","Nunca","Nunca","De vez em quando","De vez em quando","Nunca","De vez em quando","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Neutro","Discordo totalmente","Sim","é bom, muito explicativo","Não","",""
"434","Y","Masculino","16","Pouso Alegre","Minas Gerais","Escola Técnica de Eletrônica FMC","Fundação","Finalista","","0","0","0","1","0","1","0","0","Outro","10","Nunca","De vez em quando","De vez em quando","Nunca","","","De vez em quando","De vez em quando","Nunca","Nunca","","","De vez em quando","Nunca","Nunca","Nunca","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo totalmente","Sim","organizado, bem elaborado e interessante","Não","",""
"435","Y","Masculino","17","Santa Rita do Sapucaí","Minas Gerais","Escola Técnica de Eletrônica FMC","Fundação","Finalista","","0","0","0","1","0","1","0","0","Outro","5","Todos os dias","De vez em quando","De vez em quando","Nunca","","","1 a 3 vezes por semana","Todos os dias","1 a 3 vezes por semana","Nunca","","","Todos os dias","De vez em quando","Nunca","1 a 3 vezes por semana","De vez em quando","Todos os dias","Todos os dias","Todos os dias","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","organizada, uma navegação rápida","Sim","por e-mail tudo fica mais fácil e rápido","gosto de realizar pesquisas sobre projetos eletrônicos e sobre deficientes visuais"
"436","Y","Feminino","16","Santa Rita do Sapucaí","Minas Gerais","Escola Técnica de Eletrônica FMC","Fundação","Finalista","","0","0","0","1","0","1","0","0","Outro","7","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","1 a 3 vezes por semana","Nunca","De vez em quando","","","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","Nunca","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo","Sim","organizado e bem elaborado","Não","",""
"437","Y","Masculino","19","Cataguares","Minas Gerais","CEFET","Pública","Finalista","","0","0","1","0","1","0","0","0","Outro","15","Todos os dias","1 a 3 vezes por semana","Nunca","Nunca","","","Todos os dias","Nunca","1 a 3 vezes por semana","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Discordo","Não","","Não","",""
"438","Y","Masculino","18","Cataguares","Minas Gerais","CEFET","Pública","Finalista","","0","0","1","0","1","0","0","0","Outro","10","Todos os dias","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","","","Todos os dias","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","Todos os dias","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Concordo","Não","","Sim","bem organizado",""
"439","Y","Masculino","18","Cataguares","Minas Gerais","CEFET","Pública","Finalista","","0","0","1","0","1","0","0","0","Outro","10","Todos os dias","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","","","Todos os dias","Todos os dias","Todos os dias","Todos os dias","Todos os dias","Todos os dias","Todos os dias","Todos os dias","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Discordo","Concordo totalmente","Sim","bem organizado","Não","",""
"440","Y","Masculino","27","Imperatriz","Maranhão","Dorgival Pinheiro de Souza","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","20","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Nunca","1 a 3 vezes por semana","De vez em quando","Todos os dias","Todos os dias","Todos os dias","Todos os dias","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Concordo","Sim","atende as necessidades","Sim","as vezes confunde",""
"441","Y","Masculino","17","Imperatriz","Maranhão","Dorgival Pinheiro de Souza","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","13","Nunca","De vez em quando","1 a 3 vezes por semana","Nunca","","","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","De vez em quando","","1 a 3 vezes por semana","","De vez em quando","De vez em quando","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","muito bom e organizado","Não","",""
"442","Y","Masculino","16","Imperatriz","Maranhão","Santa Teresinha","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","9","Todos os dias","De vez em quando","Nunca","De vez em quando","","","1 a 3 vezes por semana","Todos os dias","Nunca","De vez em quando","","","Todos os dias","Nunca","1 a 3 vezes por semana","Todos os dias","Todos os dias","Todos os dias","Todos os dias","Nunca","Todos os dias","","","Sim","Não","Sim","Não","Não","flickr, carbonmade","Concordo totalmente","Neutro","Concordo totalmente","Sim","bem organizado, layout legal porém algumas informações faltam. por exemplo: no dia que as inscrições deveriam abrir isto não aconteceu e um novo dia não foi informado.","Sim","muito bom e prático, evita a confusão que os papeis podem causar",""
"443","Y","Masculino","58","Imperatriz","Maranhão","UEMA","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","","Nunca","Nunca","","Nunca","","","Todos os dias","Todos os dias","","","","","","","","","Todos os dias","","","","","","","Não","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo totalmente","Sim","fantástico","N/A","",""
"444","Y","Feminino","16","Maracanaú","Ceará","Liceu Estadual de Maracanaú","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","12","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","1 a 3 vezes por semana","","","1 a 3 vezes por semana","Nunca","1 a 3 vezes por semana","De vez em quando","","","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Concordo","Não","","Não","",""
"445","Y","Masculino","16","Maracanaú","Ceará","Liceu Estadual de Maracanaú","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","9","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","1 a 3 vezes por semana","Nunca","Todos os dias","Nunca","","","1 a 3 vezes por semana","Nunca","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","","","Sim","Não","Sim","Não","Não","","Neutro","Concordo","Concordo","Sim","é um site simples e eficiente, no entanto a estrutura de links é um tanto falha, obscura.","Sim","muito eficiente, prático e funcional",""
"446","Y","Masculino","16","Maracanaú","Ceará","Liceu Estadual de Maracanaú","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","11","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","De vez em quando","Nunca","Nunca","Nunca","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Neutro","Concordo","Sim","gosto muito da criatividade...","Não","",""
"447","Y","Feminino","15","Maracanaú","Ceará","Liceu Estadual de Maracanaú","Pública","Finalista","","0","0","0","1","0","0","0","0","Não uso","","Nunca","De vez em quando","De vez em quando","Nunca","De vez em quando","familiares","Nunca","Nunca","De vez em quando","Nunca","","","De vez em quando","Nunca","Nunca","De vez em quando","Nunca","De vez em quando","De vez em quando","Nunca","Nunca","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Discordo","Concordo","Sim","eu acho bom, até porque ele serve de apoio diante dos trabalhos de projeto.","Não","",""
"448","Y","Masculino","16","Maracanaú","Ceará","Liceu Estadual de Maracanaú","Pública","Finalista","","0","0","0","1","0","0","0","0","","","De vez em quando","De vez em quando","Nunca","Nunca","","","De vez em quando","Nunca","Nunca","Nunca","","","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","Nunca","Nunca","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Neutro","Neutro","Neutro","Sim","chama muita atenção","N/A","",""
"449","Y","Masculino","18","Camaragibe","Pernambuco","Ministro Jarbas Passarinho","Pública","Finalista","","0","0","0","0","0","1","0","0","Outro","11","Todos os dias","Nunca","De vez em quando","Nunca","","","Todos os dias","De vez em quando","De vez em quando","Nunca","","","1 a 3 vezes por semana","Nunca","De vez em quando","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","1 a 3 vezes por semana","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo","Sim","é um site cuja as informações necessárias são explicítas, com vários links interessantes","Sim","achei interessante e justo, pois acontecem imprevistos, dai então, os projetos são submitidos.",""
"450","Y","Masculino","23","Belo Horizonte","Minas Gerais","CEFET","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","12","Todos os dias","Todos os dias","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"451","Y","Masculino","18","Contagem","Minas Gerais","CEFET","Pública","Finalista","","0","0","0","0","0","1","0","0","Outro","10","De vez em quando","De vez em quando","Nunca","De vez em quando","","","De vez em quando","De vez em quando","Nunca","Nunca","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"452","Y","Masculino","19","Belo Horizonte","Minas Gerais","CEFET","Pública","Finalista","","0","0","0","0","1","0","0","0","Outro","6","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"453","Y","Masculino","20","São Lorenço","Pernambuco","Ministro Jarbas Passarinho","Pública","Finalista","","0","0","1","0","0","1","0","0","Outro","15","Nunca","De vez em quando","1 a 3 vezes por semana","De vez em quando","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","","","","","","","","","","","","Não","Não","Não","Não","Não","","","","","N/A","","N/A","",""
"454","Y","Feminino","16","","Rio Grande do Sul","CEFET","Pública","Finalista","","0","0","0","1","1","0","0","0","Outro","10","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","1 a 3 vezes por semana","Nunca","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Neutro","Discordo","Neutro","Sim","organizado, claro e objetivo, porém omite algumas informações importantes como cronograma.","Não","",""
"455","Y","Feminino","55","Sapucaia do Sul","Rio Grande do Sul","CEFET","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","38","Todos os dias","Todos os dias","Nunca","Nunca","","","1 a 3 vezes por semana","Todos os dias","","","","","Todos os dias","","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","De vez em quando","","","Não","Não","Não","Não","Sim","","Concordo totalmente","Concordo totalmente","Concordo","Sim","não tive problemas para obter as informações necessárias","Sim","tivemos contratemposcom este, não havia no site da febrace, aviso sobre o horário limite de postagem. qdo fomos enviar online nosso projeto as 14h não conseguimos. tivemos que enviar pelo correio. deveria ter sido até as 24h",""
"456","Y","Feminino","17","Imperatriz","Maranhão","Dorgival Pinheiro de Souza","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","14","","","1 a 3 vezes por semana","","","","1 a 3 vezes por semana","","","","","","1 a 3 vezes por semana","Nunca","","","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","Nunca","1 a 3 vezes por semana","","","Sim","Não","Sim","Não","Não","","Concordo totalmente","Concordo","Discordo","Sim","é de extrema importância para obtermos informações sobre a feira.","Sim","altamente seguro",""
"457","Y","Masculino","17","Macaé","Rio de Janeiro","Luiz Reid","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","10","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","De vez em quando","Todos os dias","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","Todos os dias","Todos os dias","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo totalmente","Concordo","Sim","um site atrativo e facil navegação","Sim","eficiente",""
"458","Y","Masculino","14","Londrina","Paraná","Interativa","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","9","Todos os dias","De vez em quando","De vez em quando","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Todos os dias","De vez em quando","Todos os dias","Todos os dias","Todos os dias","Todos os dias","Nunca","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Neutro","Concordo","Sim","fácil de achar as coisas, boa navegação e etc. parabéns","Sim","bem feito, um bom painel de controle, perfeito para o bom uso de uma feira.",""
"459","Y","Masculino","15","Londrina","Paraná","Interativa","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","4","De vez em quando","De vez em quando","De vez em quando","","","","De vez em quando","De vez em quando","Nunca","Nunca","","","De vez em quando","De vez em quando","Nunca","Nunca","Nunca","De vez em quando","De vez em quando","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Neutro","Sim","legal","Sim","meio complicado",""
"460","Y","Masculino","14","Londrina","Paraná","Interativa","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","11","Todos os dias","De vez em quando","De vez em quando","Nunca","","","Todos os dias","De vez em quando","Todos os dias","Todos os dias","","","Todos os dias","1 a 3 vezes por semana","Nunca","De vez em quando","De vez em quando","Todos os dias","Todos os dias","1 a 3 vezes por semana","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Neutro","Concordo totalmente","Sim","eu achei um site bom, porque la informa tudo sobre a feira, tira suas dúvidas","Sim","bem um bom painel de controle e um bom uso na feira",""
"461","Y","Masculino","19","Cataguares","Minas Gerais","CEFET","Pública","Finalista","","0","0","0","0","0","0","0","1","Outro","10","Todos os dias","De vez em quando","Nunca","De vez em quando","","","Todos os dias","Todos os dias","Nunca","Nunca","","","Todos os dias","1 a 3 vezes por semana","Nunca","De vez em quando","1 a 3 vezes por semana","De vez em quando","Todos os dias","De vez em quando","De vez em quando","","","Sim","Não","Sim","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo","Sim","uma ótima feira que consegue acima de tudo unir estudantes do brasil inteiro a fim de ajudar no progresso da ciência","Sim","excelente, bem claro e simples de usar",""
"462","Y","Masculino","18","Cataguares","Minas Gerais","CEFET","Pública","Finalista","","0","0","0","0","0","0","0","1","Outro","10","1 a 3 vezes por semana","Todos os dias","De vez em quando","Nunca","","","Todos os dias","1 a 3 vezes por semana","Nunca","Nunca","","","Todos os dias","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","1 a 3 vezes por semana","De vez em quando","De vez em quando","1 a 3 vezes por semana","","","Sim","Não","Sim","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo","Sim","é um site com um padrão bem definido, com uma interface de acesso rápido e fácil e totalmente comprometido com seus objetivos","Sim","muito bom e de fácil manuseio",""
"463","Y","Feminino","18","Juiz de Fora","Minas Gerais","CEFET","Pública","Finalista","","0","0","0","0","0","0","0","1","Outro","8","","","","","","","1 a 3 vezes por semana","Todos os dias","Nunca","Nunca","Todos os dias","trabalho","Todos os dias","Nunca","Nunca","De vez em quando","Todos os dias","De vez em quando","1 a 3 vezes por semana","Nunca","Nunca","1 a 3 vezes por semana","ensino a distância","Sim","Não","Sim","Não","Não","","Concordo","Concordo totalmente","Concordo","Sim","muito funcional, para todos, escolas, estudantes, interessados das áreas, etc","Sim","muito bom, dá para se situar, acompanhar o preenchimento dos dados e situação do projeto.",""
"464","Y","Masculino","27","Cataguares","Minas Gerais","CEFET","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","18","Todos os dias","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","Todos os dias","Nunca","Nunca","","","Todos os dias","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","Todos os dias","1 a 3 vezes por semana","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo totalmente","Sim","satisfatório","Sim","satisfatório",""
"465","Y","Masculino","17","Osasco","São Paulo","Fundação Bradesco","Fundação","Finalista","","0","0","0","1","0","0","0","0","","","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","","","Todos os dias","De vez em quando","De vez em quando","Nunca","","","Todos os dias","Todos os dias","De vez em quando","De vez em quando","De vez em quando","Todos os dias","Todos os dias","De vez em quando","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","gosto. acho bem organizado.","Sim","acho prático e eficiente",""
"466","Y","Feminino","43","Osasco","São Paulo","Fundação Bradesco","Fundação","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","20","Todos os dias","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","Todos os dias","Todos os dias","Todos os dias","De vez em quando","","","Todos os dias","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","1 a 3 vezes por semana","Todos os dias","1 a 3 vezes por semana","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo","Sim","ótimo","Sim","bem elaborado",""
"467","Y","Feminino","49","","São Paulo","Fundação Bradesco","Fundação","Acompanhante","","0","0","0","0","0","0","1","0","Outro","20","Todos os dias","Todos os dias","","De vez em quando","","","Todos os dias","Todos os dias","","","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","Todos os dias","","","","","","","Não","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo totalmente","Sim","muito claro e objetivo","Não","",""
"468","Y","Feminino","15","Londrina","Paraná","Interativa","Particular","Finalista","","0","0","0","1","0","0","0","0","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Nunca","1 a 3 vezes por semana","Todos os dias","Todos os dias","Todos os dias","1 a 3 vezes por semana","Todos os dias","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Neutro","Discordo","Sim","muito bom, poderia ser mais informativo","Sim","muito prático",""
"469","Y","Feminino","39","Londrina","Paraná","Interativa","Particular","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","30","Todos os dias","Todos os dias","","","","","Todos os dias","1 a 3 vezes por semana","Todos os dias","","","","Todos os dias","Nunca","De vez em quando","De vez em quando","Todos os dias","Todos os dias","De vez em quando","Nunca","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo totalmente","Sim","poderia apresentar os trabalhos na íntegra (monografias) como um recurso de pesquisa.","Sim","deveria especificar mais os pontos falhos do projeto. críticas",""
"470","Y","Masculino","22","Londrina","Paraná","Interativa","Particular","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","11","Todos os dias","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","1 a 3 vezes por semana","","","","","Todos os dias","De vez em quando","Nunca","De vez em quando","Todos os dias","Todos os dias","1 a 3 vezes por semana","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Discordo","Concordo","Sim","muito bem elaborado e informativo, disponilizando todas as informações necessárias aos participantes.","Sim","ótimo, facilitando muito a submissão para participação.",""
"471","Y","Feminino","","Londrina","Paraná","Interativa","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","10","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","Nunca","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","Não","Não","Não","Não","Sim","","Concordo","Neutro","Neutro","Sim","é bom","Sim","é muito bom",""
"472","Y","Feminino","13","Londrina","Paraná","Interativa","Particular","Finalista","","0","1","0","0","0","0","0","0","Outro","8","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","","","Todos os dias","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Concordo","Sim","eu acho ele bom, mostra tudo da feira","Sim","ele deveria criticar mais o projeto para saber o que melhorar",""
"473","Y","Feminino","16","São Leopoldo","Rio Grande do Sul","CEFET","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","6","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","De vez em quando","1 a 3 vezes por semana","Nunca","Nunca","","","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Neutro","Discordo","Concordo","Sim","o site é informativo e organizado, porém algumas informções importantes da feira não foram divulgadas, nos deixando em dúvida.","Não","",""
"474","Y","Feminino","17","Sapucaia do Sul","Rio Grande do Sul","CEFET","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","8","Todos os dias","De vez em quando","De vez em quando","De vez em quando","","","Todos os dias","1 a 3 vezes por semana","Nunca","Nunca","","","Todos os dias","De vez em quando","Todos os dias","1 a 3 vezes por semana","Todos os dias","Todos os dias","Todos os dias","Nunca","Todos os dias","","","Sim","Sim","Não","Não","Não","","Neutro","Discordo","Concordo","Sim","organizado e de fácil entendimento, porém algumas informaçãoes como horários e detalhes do encerramento foram deixados de lado","Não","",""
"475","Y","Masculino","15","Carazinho","Rio Grande do Sul","La Salle Carazinho","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","10","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Discordo","Discordo totalmente","Sim","gostei, pois contém as informações necessárias e é de fácil acesso","Sim","gostei, pois é prático",""
"476","Y","Masculino","16","Carazinho","Rio Grande do Sul","La Salle Carazinho","Particular","Finalista","","0","0","0","1","0","0","0","0","Outro","9","Todos os dias","De vez em quando","","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","Nunca","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","muito interessante, muito bem organizado, de fácil acesso","Sim","bastante interessante e prático, submeti meu projeto através dele.",""
"477","Y","Masculino","16","Recife","Pernambuco","Anglo Líder","Particular","Finalista","","0","0","0","1","0","1","0","0","Outro","10","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Todos os dias","De vez em quando","Nunca","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","Todos os dias","Todos os dias","Todos os dias","De vez em quando","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo totalmente","Sim","ele é bom, claro e fácil de navegar","Sim","bem rápido e prático",""
